brand,make,year,price,km,cm3
Renault,Clio,2003,1950,190000,1
Hyundai,Santa Fe,2004,3300,160740,2000
Audi,A6,2016,28999,142177,2967
BMW,518,2015,18650,88870,1995
Opel,Astra,2015,6790,166430,1598
Mercedes,A 170,2003,2300,199880,1689
Opel,Astra,2016,8290,150140,1598
Ford,Focus,2005,2500,309000,1600
Seat,Ibiza,2002,1390,137000,1200
Ford,Fiesta,1999,250,150000,1300
VW,Tiguan,2017,18650,153567,1968
Opel,Combo,2009,3000,201302,1248
Audi,A4,2014,12999,158100,1968
BMW,X6,2012,26390,240000,2993
VW,Golf 5,2006,3500,185000,1600
Mercedes,CLA 200,2014,13990,171940,2143
Seat,Leon,2005,2950,215000,1896
Dacia,Sandero,2011,4000,127200,1500
Renault,Megane,2016,8590,140130,1461
Fiat,Marea,2001,300,225000,1600
Nissan,Micra,2006,2450,197000,1240
Fiat,Punto,2002,1200,301500,1910
Peugeot,206,2004,1700,135000,1586
Audi,A4,2014,12999,158100,1968
Mercedes,S 350,2014,44990,178000,2987
Opel,Corsa,2002,1499,18400,1680
Hyundai,Tucson,2008,3800,156000,2000
Renault,Megane,2003,1800,233000,1390
Hyundai,i30,2008,3350,196000,1582
VW,Polo,2000,890,220000,1400
Opel,Corsa,2002,1499,18400,1680
Ford,Mondeo,2016,9890,173068,1997
VW,Touran,2017,12790,147030,1598
Citroen,Xsara Picasso,2004,1900,233000,1560
Opel,Meriva,2006,2800,210000,1700
BMW,318,2011,9000,190000,1995
Nissan,Qashqai,2014,10190,192123,1461
Nissan,Primera,2001,900,192000,1998
Fiat,Stilo,2002,1500,350000,1910
VW,Eos,2009,5590,169312,1390
Audi,A6,2010,11800,176999,1986
Citroen,C5,2005,2990,283000,1600
Lancia,Ypsilon,2004,1950,152000,1242
Opel,Corsa,1997,350,200000,1700
Opel,Vectra,1997,250,250000,1600
Peugeot,306,2001,300,200000,2000
Peugeot,508,2013,7690,182500,1997
Opel,Kadett,1980,250,200000,1600
Opel,Kadett,1986,250,250000,1600
Škoda,Felicia,1997,250,220000,1600
BMW,X5,2009,10490,197468,2993
Fiat,Punto,1997,300,250000,1108
VW,Polo,1986,250,150000,1000
VW,Vento,1994,450,300000,1800
Opel,Vectra,1998,400,250000,1998
VW,Polo,2009,3390,145224,1390
Škoda,Felicia,1999,250,220000,1900
Suzuki,Maruti,1991,250,100000,800
VW,Bora,2001,2200,216000,1896
Ford,Mondeo,1996,300,250000,1800
Audi,Q5,2018,42500,50950,1968
VW,Touran,2006,3599,266543,1896
Peugeot,5008,2016,8290,185925,1560
Škoda,Fabia,2015,6660,131746,1197
Ford,Fiesta,1985,250,200000,1100
Opel,Zafira,2001,1350,222000,1796
Citroen,C4 Grand Picasso,2014,12999,107007,1560
Citroen,C4 Grand Picasso,2014,11999,136134,1997
Renault,Megane,2016,6650,204000,1461
Citroen,C5,2005,3450,143000,1997
Ford,Escort,1998,350,190000,1600
BMW,520,2008,8000,160,1995
Zastava,750,1982,250,100000,750
Fiat,Cinquecento,1996,200,200000,1108
Renault,Scenic,2004,1650,218083,1998
VW,Golf 2,1991,250,250000,1600
Honda,Civic,2008,5250,191558,2204
Mercedes,C 270,2004,2250,302591,2685
Ford,Mustang,2016,34990,47610,4951
Renault,Traffic,2012,5850,174000,1995
Fiat,Punto,1999,1800,248000,1240
Honda,Civic,1991,250,220000,1500
VW,Polo,2011,5390,188425,1198
Hyundai,i20,2019,8490,23874,1248
Ford,Mustang,2016,30990,81575,4951
Ford,Focus,2016,10990,141302,1997
Renault,R 9,1985,250,250000,1600
VW,Tiguan,2015,15990,81410,1968
Toyota,Corolla,1991,250,220000,1300
Mercedes,A 180,2005,3999,188846,1991
VW,Golf 2,1987,400,250000,1600
VW,Golf 1,1981,250,250000,1800
Citroen,C3,2004,2300,248000,1398
Opel,Omega,1989,350,333000,2000
Mazda,626,2000,350,220000,2000
Citroen,C4 Grand Picasso,2014,13999,140231,1997
Renault,Clio,2009,3450,198000,1461
Citroen,Xantia,1996,250,200000,2000
Peugeot,407,2009,2999,223295,1560
Mazda,3,2008,3299,160653,1560
Škoda,Octavia,2008,3890,239895,1896
Renault,Laguna,2009,5800,231320,1500
Opel,Agila,2001,1499,221800,1188
Renault,Modus,2007,2890,216000,1461
Fiat,Grande Punto,2011,4200,199400,1300
Mercedes,200,2005,5890,235000,2148
Opel,Astra,1996,750,1234,1700
Opel,Corsa,1999,1200,234200,1
Škoda,Octavia,2001,2499,298000,1900
Renault,Clio,2003,1500,157000,1390
Peugeot,308,2007,4200,205000,1598
VW,Passat,2008,6250,237500,1968
Škoda,Fabia,2003,1999,192700,1400
Ford,Fiesta,2002,1799,197123,1399
Fiat,Grande Punto,2008,2990,171000,1390
VW,Passat,2004,2450,348346,1968
Audi,A6,2010,9700,190929,1968
Citroen,C3 Picasso,2009,3950,134300,1560
Yugo,55,2005,1200,72000,1100
BMW,118,2006,4950,233565,1995
Fiat,Grande Punto,2007,2299,134198,1368
BMW,Serija 7,2015,34900,72000,2993
Peugeot,307,2007,3000,296660,1560
Audi,A4,2009,8450,272930,1968
Chevrolet,Spark,2009,1950,131500,796
Peugeot,Bipper,2009,3250,166412,1360
Opel,Astra,2008,3450,148000,1670
Opel,Corsa,2007,2900,152000,1234
Mercedes,B klasa,2006,3800,175527,1991
Ford,Focus,2004,1600,195000,1800
Peugeot,106,2002,650,183000,1124
Mercedes,B 200,2006,4400,162000,1980
Renault,Espace,2010,4950,285973,1995
Zastava,10,2006,1500,117000,1243
Opel,Antara,2007,6550,219225,1991
Mazda,6,2004,2600,213000,2000
Honda,Jazz,2007,3900,179047,1339
VW,Passat,2010,7400,256000,1968
Citroen,C3,2004,2000,223388,1398
Ford,Focus,2008,4150,228500,1560
Citroen,C3,2003,2100,236000,1360
VW,New Beetle,2001,3100,220100,1781
Mazda,6,2004,2399,169000,2000
Fiat,500C,2013,6999,55000,1242
Citroen,C3,2008,3500,200000,1360
Škoda,Yeti,2011,7800,159858,1968
Toyota,Yaris,2007,3400,156500,1298
Peugeot,307,2005,3100,157552,1587
Opel,Astra,2003,800,380000,1700
Opel,Vectra,2005,2800,280000,1900
Fiat,Punto,2004,1580,204000,1248
Audi,A4,2015,14850,230758,1968
BMW,318,2001,1750,24000,1800
Fiat,Freemonte,2014,11990,120759,1956
Renault,Scenic,2006,2300,236000,1600
VW,Passat,2002,2650,250,1900
Fiat,Punto,2001,950,154000,1242
Mercedes,C 200,2004,3500,220000,2148
VW,Golf 2,1986,400,222222,1600
VW,Golf 5,2006,4000,205455,1980
Renault,Clio,2006,2990,171000,1461
Opel,Meriva,2004,2499,194000,1686
BMW,118,2008,5099,156000,1995
Mazda,2,2011,4150,177000,1349
Ford,Mondeo,2013,8200,192700,1997
Mitsubishi,Space Star,2004,1550,190000,1870
Ford,Focus,2001,1500,255000,1596
Mercedes,A 170,2000,2190,179000,1689
Peugeot,107,2007,2750,104000,999
VW,Passat,2011,6999,271000,2000
Suzuki,SX 4,2012,5950,85000,1586
Peugeot,407,2004,2390,213000,2000
Renault,Modus,2004,2350,181000,1461
VW,Golf 2,1991,600,288045,1600
Citroen,C5,2001,1500,250000,1997
Rover,45,2004,1800,136000,1596
Renault,Megane,2005,2600,265000,1900
Toyota,Aygo,2007,2800,141000,999
Opel,Corsa,2005,1999,260000,1300
Kia,Sportage,2017,17000,73000,1685
Suzuki,Liana,2002,1700,145000,1600
Citroen,C4 Grand Picasso,2007,2999,210000,1560
Citroen,C3,2002,1880,224000,1400
MINI,One,2012,4700,190000,1600
Mercedes,E 300,1998,850,288000,2999
VW,T2,1981,1350,50000,1576
Honda,CR_V,2007,7490,161990,2204
Alfa Romeo,147,2002,1150,225000,1598
VW,Passat,2010,5600,245300,1600
Opel,Vectra,1999,750,350000,1998
Smart,ForTwo,2001,1700,260000,800
Opel,Zafira,2003,1950,250,2000
Mitsubishi,Colt,2007,2550,236000,1333
Mitsubishi,Space Star,2004,1550,190000,1870
Škoda,Octavia,2004,2500,214000,1900
Citroen,C4,2005,2500,304000,1600
VW,Polo,2002,1790,168474,1200
Fiat,Stilo,2004,1200,235000,1910
BMW,520,2013,15500,216000,1995
Ford,Mondeo,2001,1700,190000,1800
VW,Golf 3,1997,1000,300450,1781
Mercedes,A 170,2003,2300,149000,1700
Citroen,C5,2009,6300,206508,200
VW,Passat,2002,2250,180547,1896
Opel,Agila,2008,3050,94000,1000
Mitsubishi,Space Star,2001,1100,270000,1970
BMW,Serija 5,2017,43900,72770,2998
Nissan,X_Trail,2016,13900,153552,1598
Opel,Vectra,2002,1690,254000,1995
Mazda,CX 5,2015,12990,141000,2191
Mazda,CX 5,2014,12990,166814,2191
BMW,X3,2009,8999,295159,1995
Ford,Mondeo,2004,1650,178000,1980
BMW,520,2010,10700,180559,1995
VW,Golf 5,2005,3150,202579,1390
Mercedes,Sprinter,1998,2700,596000,2874
BMW,Serija 3,2007,8900,155683,2996
VW,Passat,2016,12500,165753,1968
Mercedes,Vito,2016,21990,181643,2143
Lancia,Delta,2009,4490,250000,1956
Volvo,XC 70,2015,19990,130070,2400
Škoda,Fabia,2013,5350,121124,1390
Zastava,Koral,2005,600,90000,1100
Ford,Focus C_Max,2013,6980,119360,998
VW,Sharan,2016,14450,171750,1968
Škoda,Rapid,2015,6600,145520,1422
Nissan,Qashqai,2015,10990,159921,1461
Opel,Astra,1997,650,250000,1790
Citroen,C3,2007,2200,124154,1124
Opel,Astra,2007,3400,152000,1600
Nissan,Qashqai,2016,11490,159213,1461
Opel,Astra,2009,3400,171244,1697
Fiat,Punto,2002,1100,183000,1910
Škoda,Octavia,2016,9950,130847,1598
Rover,200,1998,650,180000,1396
BMW,120,2005,3990,188800,1995
BMW,116,2015,10990,163631,1496
Opel,Vectra,2001,300,220000,1995
Hyundai,i30,2010,3999,196985,1582
Opel,Agila,2001,1550,200900,1199
Mercedes,M klasa,2007,9999,152052,2987
Peugeot,3008,2017,17900,98654,1560
Nissan,Qashqai,2015,11800,152100,1598
BMW,X5,2014,34999,102482,2993
Nissan,X_Trail,2013,10999,149770,1995
Seat,Ibiza,2015,6400,101250,1199
Mercedes,GLK 320,2008,11400,193000,2997
Seat,Altea XL,2010,7550,123531,1968
VW,Golf 4,2001,2300,246117,1896
VW,Passat,2015,13950,154786,1968
Dodge,Nitro,2008,7500,138000,2777
Škoda,Superb,2016,19450,157800,1968
Peugeot,308,2008,4250,204000,1560
VW,Touran,2007,4950,209000,1896
Audi,A4,2002,3450,201000,1896
Ford,S_Max,2009,5999,189200,2179
BMW,Serija 1,2006,4800,194816,1995
Volvo,S90,2017,37500,58750,1969
Audi,A6,2012,14690,136000,1968
Peugeot,206,2002,900,470000,1600
Peugeot,206,2003,1800,161694,1100
Audi,A6,2016,18500,175000,1968
VW,Sharan,2011,10600,186000,1968
Mercedes,GLC 250,2017,32800,150000,2143
Audi,A6,2015,17499,168000,1986
Opel,Astra,2001,1600,235000,1700
VW,Polo,1998,470,11111,1716
Mazda,6,2005,2500,144000,1998
Renault,Modus,2005,2250,167651,1200
Renault,Megane,2005,2300,207000,1598
VW,Golf 3,1993,860,209400,1800
Dacia,Duster,2011,5000,208000,1600
Mercedes,Sprinter,2003,5999,245700,2148
Ford,Fiesta,2014,4800,157310,1242
Renault,Clio,2017,7399,107000,1461
VW,Passat,2007,4500,225000,1900
Peugeot,308,2008,3690,170000,1997
Audi,A5,2009,10800,195000,1968
Peugeot,206,2004,1600,203000,1600
Fiat,Stilo,2003,1590,178000,1900
Opel,Astra,2003,1800,232000,1686
Renault,Laguna,2002,343,1111111111,1990
Toyota,Corolla Verso,2009,4250,179000,2231
BMW,320,2000,2000,230000,1951
VW,Touran,2005,3399,191200,1896
Renault,Espace,2001,324,192000,1990
Škoda,Superb,2016,14300,214000,1998
Opel,Zafira,2003,2350,170000,1796
Opel,Meriva,2006,2499,187000,1248
Renault,Megane,2005,1600,176451,1461
VW,Polo,2006,3000,180000,1422
Citroen,C5,2008,5250,271000,1997
VW,Golf 6,2009,5350,152100,1395
Citroen,C4,2015,7699,166000,1560
Audi,A3,2016,14300,160000,1968
Audi,A6,2014,18990,187000,1968
Fiat,Croma,2008,2850,191500,1910
Fiat,500L,2013,6800,161000,1300
Ford,Fiesta,2002,1750,165000,1399
Audi,A5,2016,21300,168000,1968
Kia,Sportage,2004,4600,200444,2000
Citroen,C8,2003,10,130000,2190
Škoda,Octavia,1998,1750,1111,1600
Citroen,C4,2007,100,170000,1997
Opel,Vectra,2001,350,296150,1998
Mitsubishi,Pajero Pinin,2001,1600,180000,1990
Seat,Cordoba,2001,1700,155000,1400
Fiat,Stilo,2001,1300,255000,1910
Renault,Laguna,2002,800,218000,1870
Ford,Focus,2000,800,181182,1755
Ford,Focus,2006,2400,300000,1800
Renault,Kadjar,2016,14650,156756,1598
Mercedes,B 180,2015,11650,134944,1461
Audi,A5,2018,29000,55950,1968
Renault,Laguna,1998,343,111111111,1990
Škoda,Superb,2017,15900,94000,1598
SsangYong,Rexton,2006,4000,146000,2700
Honda,Jazz,2009,5690,136044,1339
Suzuki,Vitara,2016,13999,148243,1598
Ford,Mondeo,2010,6990,169000,2179
Fiat,Sedici,2007,3998,179000,1910
Mercedes,A 170,2002,1700,160000,1689
Škoda,Fabia,2015,10490,28721,1197
VW,Touran,2003,1500,210000,1900
VW,Passat,2011,8250,253320,1968
Renault,Laguna,2005,1350,298345,1870
Škoda,Octavia,2012,6880,132170,1390
Opel,Corsa,2013,6200,39116,1229
VW,Passat,2015,12490,153550,1968
Jeep,Cherokee,2006,4600,312758,2800
Volvo,XC 90,2004,6500,240000,2400
Ford,Galaxy,2016,24840,72731,1997
Opel,Astra,2015,7938,159000,1598
BMW,Serija 3,2015,15999,129375,1995
BMW,X3,2013,19999,92473,2993
Renault,Laguna,1999,231,167000,1990
Audi,Q5,2015,20490,155286,2967
Škoda,Rapid,2014,8499,29701,1598
Peugeot,5008,2012,6799,159290,1598
BMW,Serija 3,2013,12999,149059,1995
Ford,Ranger,2015,19900,124600,3196
Škoda,Fabia,2006,1999,90757,1198
Audi,A6,2002,2800,242000,2498
Opel,Astra,1997,850,260000,1600
Smart,Smart,2004,2500,138000,700
Hyundai,i40,2015,12900,97200,1685
VW,Touran,2004,3300,228000,1896
Fiat,Idea,2005,2200,205125,1248
Audi,A3,2015,12450,206414,1598
BMW,518,2015,17350,155591,1995
Ford,Focus,2006,2400,300000,1800
Mazda,6,2011,7280,142920,2183
VW,Tiguan,2016,13990,146921,1968
Renault,Clio,2007,2710,159779,1149
VW,Passat,2015,13990,176605,1968
Mazda,6,2009,6199,166591,2183
VW,Passat,2003,2200,265000,1896
Opel,Corsa,2016,7950,129801,1248
Renault,Laguna,2002,900,200000,1870
VW,Touran,2016,11450,183200,1598
VW,Tiguan,2014,14290,159680,1968
Nissan,Qashqai,2014,11600,80119,1461
Volvo,V40,2015,10950,172417,1969
Renault,Espace,2002,343,2147483647,2190
Opel,Zafira,2000,1350,208955,1796
Fiat,Scudo,2009,5900,221000,1997
Volvo,V40,2017,11999,134616,1969
Škoda,Fabia,2015,7490,58358,1422
Seat,Alhambra,2011,7500,339900,1968
Seat,Leon,2014,8990,174764,1598
Škoda,Rapid,2015,10400,96866,1598
Renault,Clio,2010,2999,231502,1461
Citroen,C3,2009,2800,164154,1124
Renault,Clio,2014,6500,110959,1461
Audi,A4,2008,6990,228909,1968
Renault,Megane,2008,2850,219000,1461
Renault,Clio,2015,6990,102707,1461
Škoda,Superb,2015,13790,126110,1968
Honda,CR_V,2014,12999,131783,1597
Citroen,Berlingo,2011,4300,190594,1560
Hyundai,i10,2010,3600,111374,1086
Renault,Kangoo,2014,6499,134815,1197
Renault,Clio,2003,1590,173984,1461
Opel,Combo,2013,6850,110068,1364
Opel,Astra,2007,3850,90263,1248
Mercedes,C 180,2016,17950,178364,1598
VW,Golf 7,2015,9290,189765,1968
VW,Golf 6,2011,5800,203617,1598
Audi,A4,2015,11990,151485,1968
BMW,Serija 5,2006,6690,221912,2993
Ford,Mondeo,2015,13900,21123,1997
Renault,Kangoo,2014,6800,126651,1461
Mazda,5,2007,3990,228615,1998
Volvo,V60,2011,10490,135211,2400
Mercedes,C klasa,2009,6500,268346,1796
Hyundai,Getz,2008,2299,102000,1086
Ford,Fiesta,2007,2790,134223,1399
BMW,Serija 5,2015,16990,164970,1995
Opel,Insignia,2010,6400,143505,1956
VW,Golf 7,2016,9990,173000,1598
Mercedes,A 180,2007,3699,187000,1991
Ford,Focus,2008,3490,244030,1560
BMW,Serija 2,2015,12490,181313,1995
VW,Polo,2006,3790,164993,1422
Audi,A5,2017,33990,89000,2967
Volvo,V40,2017,11999,134616,1969
Fiat,Punto,2003,1299,142658,1242
Volvo,XC 60,2016,25999,135919,2400
Opel,Insignia,2018,18999,139638,1956
VW,Eos,2010,7390,128693,1390
Škoda,Fabia,2010,4600,163481,1390
VW,Touran,2012,5990,308000,1598
Opel,Corsa,2007,2600,154000,1300
Peugeot,207,2006,3250,140000,1360
VW,Touran,2003,2599,290000,1998
Renault,Megane,2005,3800,188000,1598
Peugeot,206,2006,2590,151401,1400
Opel,Insignia,2015,11999,130148,1956
Ford,Focus,2001,1780,142000,1800
Peugeot,207,2007,2900,169000,1397
Mitsubishi,Carisma,2001,750,330000,1597
Peugeot,308,2016,8490,165493,1560
Mercedes,B klasa,2016,15990,126846,1461
VW,Passat,2010,5999,146000,1598
Fiat,Croma,2008,3100,183500,1910
Citroen,C3 Picasso,2010,4500,107000,1397
Ford,Mondeo,2009,5199,177000,2000
VW,Golf Sportsvan,2014,9800,74500,1600
Alfa Romeo,Giulietta,2011,5999,182000,1600
Citroen,C4 Picasso,2016,10690,126447,1560
Renault,Clio,2007,2990,120000,1198
Lada,111,2004,950,98000,1499
VW,Golf 5,2009,4600,202698,1896
VW,Polo,2012,5800,170000,1200
Citroen,C4,2007,3000,184669,1360
Peugeot,307,2002,1550,240000,2000
Peugeot,5008,2010,6300,203601,1598
Ford,Fiesta,2007,1900,178210,1400
Audi,A4,1996,1650,260800,1781
Alfa Romeo,156,2001,1350,200000,1900
Citroen,C3,2013,5700,130000,1600
Citroen,C4 Picasso,2016,10500,167828,1560
Nissan,Qashqai,2010,8750,171000,1995
Renault,Scenic,2002,1500,240000,1998
Audi,A4,1998,2500,299900,1987
Nissan,Tiida,2010,5150,116150,1600
VW,Passat,2000,2300,208000,1900
Fiat,Croma,2007,2650,200000,1910
Citroen,C4 Grand Picasso,2015,10990,180287,1560
Opel,Astra,2005,3100,224700,1910
Renault,Espace,2015,16550,128788,1598
Opel,Insignia,2013,11990,89000,1956
VW,Passat,2000,2300,208000,1900
Mercedes,A 150,2006,3100,201000,1498
VW,Golf plus,2005,3800,180000,2000
Mercedes,E 220,1996,1400,25000,2200
Mazda,2,2005,1800,112697,1399
VW,Passat,2004,2300,217000,1898
Škoda,Yeti,2011,8999,228455,1968
Citroen,C4 Picasso,2016,10900,151387,1560
Audi,A3,1996,1250,231000,1800
Dacia,Sandero,2011,3480,187860,1461
VW,Polo,2007,3250,211700,1422
Citroen,ZX,1997,550,198000,1400
Kia,Sportage,2013,10900,158000,1700
Ford,C Max,2009,3999,180000,1600
VW,Golf 4,2000,1699,223000,1596
Ford,Mondeo,2001,1050,290000,1998
Peugeot,307,2008,2990,146924,1560
Opel,Insignia,2015,7190,177245,1956
Renault,Kangoo,2015,6500,141428,1461
Škoda,Octavia,2014,9499,146705,1598
Citroen,C5,2014,9950,137879,1997
Peugeot,3008,2016,9490,179986,1560
Citroen,C8,2002,1600,393000,2200
Mercedes,B 180,2014,11890,176957,1461
Mercedes,ML 350,2015,26990,120957,2987
Opel,Zafira,2001,1300,300000,1995
VW,Golf 5,2009,6500,96340,1390
Citroen,C4,2015,6990,161936,1560
Fiat,Stilo,2005,2600,259000,1910
VW,Golf 6,2012,8499,112149,1598
VW,Touareg,2015,28500,108600,2967
Renault,Scenic,2001,1450,206362,1598
Peugeot,206,2004,1350,309000,1398
Škoda,Octavia,2015,9599,167802,1598
Opel,Insignia,2014,8190,159528,1956
VW,Passat,2003,2850,275000,1900
Citroen,C4,2015,6990,177789,1560
Renault,Scenic,2012,7100,175000,1461
Ford,Focus,2003,2500,246,1598
Ford,Focus,2006,2200,267800,1753
VW,Sharan,2012,8950,236700,1968
Audi,A4,2001,3580,179746,1890
Škoda,Superb,2014,18690,62584,1968
BMW,X3,2005,5700,199000,1995
Ford,Fiesta,2003,1650,179420,1388
Renault,Megane,2003,2100,195000,1598
Daewoo,Tacuma,2003,1850,199000,1998
Opel,Astra,2014,6190,209000,1598
Lada,Niva,2012,4500,68028,1690
Škoda,Octavia,2008,4700,219567,1896
Citroen,Berlingo,2009,3190,157000,1560
VW,Golf 5,2009,5750,163280,1896
BMW,318,2014,12295,182915,1995
Peugeot,308,2016,10000,172416,1997
Renault,Scenic,2004,1890,241000,1870
Mazda,CX_7,2010,7999,147720,2184
Peugeot,308,2014,6500,117050,1560
BMW,530,2012,13890,204000,2993
VW,Golf 6,2012,5250,162398,1598
Škoda,Rapid,2016,7800,168284,1422
Ford,Focus,2012,5450,204600,998
Honda,CR_V,2005,3600,388991,2204
Seat,Alhambra,2015,17999,80303,1968
Opel,Astra,1998,900,295250,2000
VW,Touareg,2013,19999,134736,2967
Zastava,101,2002,780,49650,1100
Renault,Megane,2010,4850,191000,1870
Peugeot,207,2007,2790,182000,1400
VW,Passat,1999,2100,221000,1900
Ford,C Max,2009,2990,245812,1560
VW,Passat,1997,1800,243000,1800
Peugeot,307,2004,2200,290000,1587
Ford,C Max,2009,3590,169000,1590
Škoda,Superb,2016,19999,119667,1968
Citroen,C4 Cactus,2016,8990,68723,1199
Mercedes,A 170,2002,2000,200000,1689
Opel,Astra,2003,1750,295000,1686
Renault,Thalia,2002,1000,170000,1400
Škoda,Octavia,2008,4750,245843,1968
Alfa Romeo,GT,2007,3300,116000,1970
VW,Touareg,2007,6999,248913,2967
Peugeot,207,2008,3100,170000,1560
Toyota,Yaris,2019,9999,19248,998
Peugeot,308,2010,4400,250000,1560
Citroen,Xsara,2004,1600,255000,2000
Opel,Corsa,2015,5899,179752,1248
Opel,Vectra,2008,7199,136269,1910
Alfa Romeo,Giulietta,2014,9990,157070,1956
Peugeot,307,2001,1400,211000,1997
Peugeot,206,2001,1349,226766,1400
Peugeot,308,2008,3499,169000,1598
Toyota,Yaris,2019,14300,13246,1496
Peugeot,3008,2011,7350,163000,1560
Mercedes,E klasa,2012,19490,110000,2143
Škoda,Superb,2015,10999,221937,1598
VW,Passat,1999,2100,221000,1900
VW,Touran,2008,3990,218000,1900
VW,Golf 4,2003,2050,169000,1600
Yugo,Koral,2002,499,89500,1116
VW,Touareg,2013,19999,134736,2967
Audi,A3,2004,3399,175000,1968
Peugeot,206,2006,3300,119075,1360
Dacia,Sandero,2011,4600,96166,1149
Opel,Corsa,2008,3399,198000,1248
Daewoo,Kalos,2004,1500,203050,1150
Mercedes,B klasa,2015,14999,95957,1461
Dacia,Logan,2005,1200,154000,1600
Hyundai,Tucson,2016,16550,144918,1685
Fiat,Coupe,2000,600,180000,1800
Fiat,Doblo,2003,2200,28200,1897
Opel,Zafira,2005,3200,219000,1900
Škoda,Fabia,2001,2400,146855,1390
Jeep,Grand Cherokee,2012,18500,145000,2987
VW,Vento,1993,1100,142000,1781
Fiat,Bravo,2007,3300,177000,1910
Fiat,Punto,2001,1650,150000,1200
Opel,Vectra,1996,1200,200000,1598
Mazda,CX_7,2010,10250,103919,2184
Renault,Scenic,2003,2000,235000,1900
Toyota,Yaris Verso,2006,2700,151000,1299
Mercedes,200,2006,4800,170000,1991
Opel,Vectra,1998,1150,23700,1998
BMW,525,2013,13900,265000,1995
Peugeot,307,2002,2100,182000,1587
Citroen,C3,2004,1899,236000,1360
VW,Touareg,2006,3300,228000,2999
Ford,Maverick,2004,4000,175000,2000
Nissan,Almera,1999,1800,121000,1598
Dacia,Duster,2013,6950,141257,1460
Peugeot,5008,2012,5700,132000,1560
Mercedes,E 220,2017,38800,16300,1950
Chevrolet,Lacetti,2007,1650,137000,1991
Opel,Astra,2011,6990,130000,1600
Mercedes,E 200,2008,10000,129000,2140
VW,Fox,2006,2200,160624,1399
Opel,Combo,2004,2350,162433,1686
Fiat,Grande Punto,2013,2800,221,1242
Land Rover,Freelander,2005,3750,207436,1951
Lancia,Lybra,2003,1250,299463,1896
BMW,X3,2006,6100,247000,1998
Volvo,S40,2002,1600,220,1
Škoda,Octavia,2002,1800,154000,1900
Jeep,Patriot,2011,6900,125000,2143
Toyota,Corolla,1991,400,290000,1587
Audi,A5,2015,18450,206000,2000
BMW,316,2013,10200,144000,1995
Lada,110,2005,1050,89000,1498
Hyundai,Elantra,2001,1200,340000,1990
Opel,Kadett,1989,500,77803,1281
VW,Golf 4,2001,2450,233000,1896
Suzuki,Grand Vitara,2002,4300,215324,1997
Renault,Twingo,2007,2150,92000,1149
Peugeot,206,2002,1750,161000,1400
Mercedes,A 180,2007,3250,238000,1992
Renault,Talisman,2016,1111,16000,1600
Volvo,S40,2002,1600,220,1
Audi,A6,2004,6250,215000,1968
Kia,Shuma,1999,850,192000,1498
Ford,Ka,2004,1050,160000,1299
Honda,CR_V,2005,4100,250000,2204
Ford,Kuga,2016,12890,141248,1997
VW,Touran,2006,3900,214000,1896
Hyundai,Accent,2000,1250,221000,1341
VW,Tiguan,2008,8200,165000,1968
Audi,A3,2010,7300,139000,1600
Mitsubishi,Pajero Sport,2003,6000,250000,2498
Opel,Zafira,2016,9690,160395,1598
Volvo,S60,2011,8299,174545,1560
Volvo,V60,2015,10690,146029,1969
Škoda,Fabia,2017,7700,75720,1422
Mitsubishi,Grandis,2007,3800,184000,1998
Ford,Focus,2002,1750,250000,1
Audi,A4,2015,12990,158498,2967
Mercedes,C klasa,2013,12499,171083,2143
Škoda,Superb,2015,16997,171542,1968
BMW,Serija 3,2007,4590,247146,1995
Škoda,Octavia,2015,10990,166022,1968
Mercedes,E klasa,2015,29990,58327,2143
Opel,Astra,2015,7000,137631,1598
Mercedes,A 170,2002,1800,258000,1700
Ford,Mondeo,2016,12490,123609,1997
BMW,Serija 3,2015,14490,208072,1995
Ford,Mondeo,2016,10690,162930,1997
Škoda,Fabia,2006,1350,158000,1198
Mercedes,190,1990,900,296930,1797
VW,Golf 5,2009,4100,171000,1896
Audi,Q3,2017,23000,103950,1984
Peugeot,307,2008,3199,196480,1560
Ford,Galaxy,2015,12990,160478,1997
VW,Golf 7,2015,10990,149509,1968
Škoda,Fabia,2017,7950,58830,1422
Ford,C Max,2015,9790,155118,1499
Mazda,6,2009,6199,164930,1998
Ford,Focus,2010,6290,109677,1753
Mercedes,C klasa,2012,10999,188277,2143
Škoda,Octavia,2016,11290,179347,1968
Mercedes,S klasa,2015,48490,78700,2987
Audi,A6,2016,28100,128427,2967
Mazda,6,2011,6799,153760,2183
Ford,S_Max,2009,5499,180750,1753
VW,Touran,2014,11190,158661,1968
Opel,Insignia,2014,8990,143480,1956
Škoda,Superb,2016,18499,105210,1986
Ford,Mondeo,2016,11790,151409,1997
Mazda,6,2015,16999,134906,2191
Opel,Mokka,2016,10990,167797,1598
Citroen,C4,2011,6499,79344,1598
Maserati,Ghibli,2015,54990,14779,2979
Renault,Laguna,2008,2700,232922,1598
VW,Golf 5,2009,6499,198295,1390
Mercedes,M klasa,2015,32900,85348,2987
Peugeot,307,2006,3199,188300,1560
Audi,A5,2013,13290,162230,1968
BMW,Serija 2,2015,11690,114145,1496
Škoda,Octavia,2014,10790,175592,1968
Mazda,6,2016,13690,118915,2191
VW,Passat,2015,18450,134978,1968
Mercedes,B klasa,2015,12190,90904,1461
VW,Passat,2016,13590,157965,1968
Opel,Insignia,2015,10990,107652,1956
